template_code,dish_name,source_page,author,license,license_url,download_url,local_file_name
"DISH_137","肉末米粉","https://www.flickr.com/photos/22292214@N00/5611724473","andrewarchy","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/e3979c4a-da9a-456d-8e78-689f4025a549/thumb/","dish-137.jpg"
"DISH_138","鸡蛋炒面","https://www.flickr.com/photos/10559879@N00/885682730","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/041d7757-b5b1-43c8-8ea3-2cdc24b8ea7f/thumb/","dish-138.jpg"
"DISH_139","肉丝炒面","https://www.flickr.com/photos/10559879@N00/3042702705","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/6b15346d-0078-42f8-8400-a4340d180422/thumb/","dish-139.jpg"
"DISH_140","韭菜鸡蛋饺子","https://www.flickr.com/photos/22292214@N00/5611724473","andrewarchy","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/e3979c4a-da9a-456d-8e78-689f4025a549/thumb/","dish-140.jpg"
"DISH_141","猪肉白菜饺子","https://commons.wikimedia.org/wiki/File%3ADumplings_(jiaozhi)_(Pork_and_napa_cabbage).jpg","NeoBatfreak","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Dumplings_%28jiaozhi%29_%28Pork_and_napa_cabbage%29.jpg/960px-Dumplings_%28jiaozhi%29_%28Pork_and_napa_cabbage%29.jpg","dish-141.jpg"
"DISH_142","牛肉馅饺子","https://www.flickr.com/photos/22292214@N00/5611724473","andrewarchy","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/e3979c4a-da9a-456d-8e78-689f4025a549/thumb/","dish-142.jpg"
"DISH_143","鲜肉馄饨","https://www.flickr.com/photos/32384318@N06/6568489863","DvYang","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/4061e0ef-4c49-4ce9-8408-76ee0b09fe4a/thumb/","dish-143.jpg"
"DISH_144","猪肉包子","https://www.flickr.com/photos/22292214@N00/5611724473","andrewarchy","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/e3979c4a-da9a-456d-8e78-689f4025a549/thumb/","dish-144.jpg"
"DISH_145","花卷","https://www.flickr.com/photos/52582306@N03/9207628982","阿橋花譜 KHQ Flower Guide","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a0cad0eb-f2a6-4d65-9e83-7eabc484ac36/thumb/","dish-145.jpg"
"DISH_146","葱油饼","https://www.flickr.com/photos/7527824@N04/5440935619","timquijano","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/78a23306-547c-415a-8090-51cf9b66527c/thumb/","dish-146.jpg"
"DISH_147","南瓜馒头","https://commons.wikimedia.org/wiki/File%3AGlochidion_puberum_02.JPG","Vinayaraj","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Glochidion_puberum_02.JPG/960px-Glochidion_puberum_02.JPG","dish-147.jpg"
"DISH_148","皮蛋瘦肉粥","https://www.flickr.com/photos/50642338@N00/245032510","sfllaw","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/b6786ede-9791-46cd-8034-81c26f264cd8/thumb/","dish-148.jpg"
"DISH_149","小米粥","https://www.flickr.com/photos/76958594@N04/7356102222","D11xzj","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/d6d54d11-690f-4f18-a805-186b88b8e49c/thumb/","dish-149.jpg"
"DISH_150","南瓜粥","https://www.flickr.com/photos/13293168@N06/6839065964","caishin","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/d580b54c-35b0-497a-9b66-1d71e2b270ea/thumb/","dish-150.jpg"
"DISH_151","八宝粥","https://www.flickr.com/photos/10559879@N00/2371077526","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/14b12a57-ab18-4798-a1ea-ed2f65a72241/thumb/","dish-151.jpg"
"DISH_152","燕麦牛奶粥","https://www.flickr.com/photos/48973657@N00/8520765973","See-ming Lee (SML)","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/68f9e190-39a3-49e1-9b7c-948c04590d9f/thumb/","dish-152.jpg"
"DISH_153","豆浆油条","https://www.flickr.com/photos/38766930@N05/33462761634","profernity","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/1541731a-e13c-4a20-8785-72e97df8d242/thumb/","dish-153.jpg"
"DISH_154","茶叶蛋","https://www.flickr.com/photos/25698914@N05/7887334904","ahenobarbus","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/47e6caab-ab91-476c-86fc-13c6c6384baf/thumb/","dish-154.jpg"
"DISH_155","煎鸡蛋","https://www.flickr.com/photos/13612227@N02/49923850563","Dana L. Brown","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/a7ca17c3-a221-4b68-a100-11fcc395ba02/thumb/","dish-155.jpg"
"DISH_156","火腿鸡蛋三明治","https://www.flickr.com/photos/48973657@N00/8520765973","See-ming Lee (SML)","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/68f9e190-39a3-49e1-9b7c-948c04590d9f/thumb/","dish-156.jpg"
"DISH_157","牛油果鸡蛋吐司","https://www.flickr.com/photos/48973657@N00/8520765973","See-ming Lee (SML)","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/68f9e190-39a3-49e1-9b7c-948c04590d9f/thumb/","dish-157.jpg"
"DISH_158","鸡蛋灌饼","https://www.flickr.com/photos/28355684@N06/3558407996","大杨","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/46368fc8-57ad-4e89-85bd-09c93ffefbd9/thumb/","dish-158.jpg"
"DISH_159","手抓饼","https://www.flickr.com/photos/32300607@N05/5311788306","jerryluo0520","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/1aba8d76-58d1-424f-b703-57be32c37233/thumb/","dish-159.jpg"
"DISH_160","紫菜饭团","https://www.flickr.com/photos/42438955@N05/13885509804","KOREA.NET - Official page of the Republic of Korea","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/68528fcb-ec3e-4d84-bb44-45a743c41fae/thumb/","dish-160.jpg"
"DISH_161","肉松饭团","https://www.flickr.com/photos/10559879@N00/3835982669","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/8fa2c76d-8c45-4830-93d4-c661c7b6b8a7/thumb/","dish-161.jpg"
"DISH_162","玉米鸡蛋饼","https://www.flickr.com/photos/48973657@N00/8520765973","See-ming Lee (SML)","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/68f9e190-39a3-49e1-9b7c-948c04590d9f/thumb/","dish-162.jpg"
"DISH_163","香蕉松饼","https://www.flickr.com/photos/48973657@N00/8520765973","See-ming Lee (SML)","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/68f9e190-39a3-49e1-9b7c-948c04590d9f/thumb/","dish-163.jpg"
"DISH_164","蒸红薯","https://commons.wikimedia.org/wiki/File%3ASteamed_dried_sweet_potato.jpg","Fumikas Sagisavas","CC0","http://creativecommons.org/publicdomain/zero/1.0/deed.en","https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Steamed_dried_sweet_potato.jpg/960px-Steamed_dried_sweet_potato.jpg","dish-164.jpg"
"DISH_165","蒸玉米","https://www.flickr.com/photos/91049143@N00/14859997855","bryan...","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/3ea19eec-39e4-41fe-94bd-c2421e730c95/thumb/","dish-165.jpg"
"DISH_166","酒酿圆子","https://www.flickr.com/photos/48973657@N00/8520765973","See-ming Lee (SML)","BY 2.0","https://creativecommons.org/licenses/by/2.0/","https://api.openverse.org/v1/images/68f9e190-39a3-49e1-9b7c-948c04590d9f/thumb/","dish-166.jpg"
"DISH_167","虾仁蒸蛋","https://www.flickr.com/photos/10559879@N00/2780369515","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/16c7e1b6-8985-4049-a021-9b1e5edb7ab7/thumb/","dish-167.jpg"
"DISH_168","番茄肉酱意面","https://www.flickr.com/photos/10559879@N00/2780369515","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/16c7e1b6-8985-4049-a021-9b1e5edb7ab7/thumb/","dish-168.jpg"
"DISH_169","奶香土豆泥","https://www.flickr.com/photos/10559879@N00/2780369515","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/16c7e1b6-8985-4049-a021-9b1e5edb7ab7/thumb/","dish-169.jpg"
"DISH_170","南瓜蒸蛋","https://www.flickr.com/photos/10559879@N00/2780369515","avlxyz","BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","https://api.openverse.org/v1/images/16c7e1b6-8985-4049-a021-9b1e5edb7ab7/thumb/","dish-170.jpg"
